%time,field.data
1292690000000,-0.00726908445358
1292700000000,-0.00634735822678
1292740000000,-0.00716912746429
1292780000000,-0.00665384531021
1292780000000,-0.00749880075455
1292820000000,-0.0067458152771
1292820000000,-0.00730204582214
1292860000000,-0.00720316171646
1292860000000,-0.00702029466629
1292900000000,-0.00738245248795
1292900000000,-0.00642204284668
1292940000000,-0.00707417726517
1292940000000,-0.00834691524506
1292980000000,-0.00702047348022
1292980000000,-0.00652378797531
1293020000000,-0.00748801231384
1293020000000,-0.00660568475723
1293020000000,-0.00585776567459
1293060000000,-0.00664728879929
1293060000000,-0.00674772262573
1293080000000,-0.00541740655899
1293100000000,-0.00660818815231
1293140000000,-0.00592410564423
1293180000000,-0.00562196969986
1293180000000,-0.00594842433929
1293220000000,-0.00518453121185
1293220000000,-0.00604057312012
1293260000000,-0.00560545921326
1293260000000,-0.00541472434998
1293300000000,-0.00532126426697
1293300000000,-0.00449430942535
1293340000000,-0.00400221347809
1293340000000,-0.00419211387634
1293380000000,-0.0049546957016
1293380000000,-0.00523209571838
1293420000000,-0.00498586893082
1293420000000,-0.00368136167526
1293460000000,-0.00290322303772
1293460000000,-0.00227206945419
1293500000000,-0.00395351648331
1293500000000,-0.00345283746719
1293540000000,-0.00374859571457
1293540000000,-0.00504302978516
1293580000000,-0.00492721796036
1293580000000,-0.00551408529282
1293620000000,-0.00472211837769
1293620000000,-0.00358992815018
1293660000000,-0.00375336408615
1293660000000,-0.0017893910408
1293700000000,-0.00337851047516
1293700000000,-0.00218087434769
1293740000000,-0.00423073768616
1293740000000,-0.00481683015823
1293780000000,-0.00492852926254
1293780000000,-0.0039786696434
1293820000000,-0.00632530450821
1293820000000,-0.00549423694611
1293860000000,-0.00514417886734
1293860000000,-0.00489586591721
1293900000000,-0.00567597150803
1293900000000,-0.00627624988556
1293940000000,-0.00594711303711
1293940000000,-0.00698578357697
1293980000000,-0.00627917051315
1293980000000,-0.00654536485672
1294020000000,-0.00551283359528
1294020000000,-0.0055518746376
1294060000000,-0.00650161504745
1294060000000,-0.0062021613121
1294100000000,-0.00561606884003
1294100000000,-0.00519412755966
1294140000000,-0.00571012496948
1294140000000,-0.00660341978073
1294180000000,-0.00664907693863
1294180000000,-0.0075261592865
1294220000000,-0.00688904523849
1294220000000,-0.00695210695267
1294260000000,-0.00544631481171
1294260000000,-0.00592660903931
1294300000000,-0.00669801235199
1294300000000,-0.00560581684113
1294340000000,-0.00519120693207
1294340000000,-0.00527715682983
1294380000000,-0.00494933128357
1294380000000,-0.00506263971329
1294420000000,-0.00541651248932
1294420000000,-0.00440388917923
1294460000000,-0.00524479150772
1294460000000,-0.00367814302444
1294500000000,-0.00399804115295
1294500000000,-0.00713229179382
1294540000000,-0.0059175491333
1294540000000,-0.00610077381134
1294580000000,-0.00677084922791
1294580000000,-0.00778377056122
1294620000000,-0.00539070367813
1294620000000,-0.0056916475296
1294660000000,-0.00499135255814
1294660000000,-0.00314807891846
1294700000000,-0.00364875793457
1294700000000,-0.0039102435112
1294740000000,-0.0026593208313
1294740000000,-0.00397229194641
1294780000000,-0.00387126207352
1294780000000,-0.0046306848526
1294780000000,-0.00219929218292
1294820000000,-0.00119531154633
1294820000000,-0.00160205364227
1294860000000,-0.00112950801849
1294900000000,-0.00118380784988
1294900000000,-0.000142395496368
1294900000000,-0.00091964006424
1294940000000,-0.000504493713379
1294940000000,0.000649929046631
1294980000000,-0.000718057155609
1295020000000,0.000406622886658
1295020000000,-0.000765800476074
1295060000000,0.000739455223083
1295060000000,0.00103354454041
1295100000000,0.00118124485016
1295100000000,0.00278782844543
1295140000000,0.00149869918823
1295140000000,0.00193691253662
1295180000000,0.00226867198944
1295180000000,0.00177645683289
1295220000000,0.00264263153076
1295220000000,0.00182366371155
1295260000000,0.00327861309052
1295260000000,0.00403141975403
1295260000000,0.00493133068085
1295300000000,0.00496160984039
1295300000000,0.00555098056793
1295320000000,0.00631737709045
1295340000000,0.00380110740662
1295380000000,0.00565791130066
1295420000000,0.00615608692169
1295420000000,0.00539922714233
1295460000000,0.0065553188324
1295460000000,0.00561702251434
1295500000000,0.00646615028381
1295500000000,0.00614440441132
1295540000000,0.00720369815826
1295540000000,0.00886154174805
1295580000000,0.0089066028595
1295580000000,0.00896596908569
1295620000000,0.0103155374527
1295620000000,0.00968480110168
1295660000000,0.00956928730011
1295660000000,0.00964760780334
